geonameid,name,asciiname,alternatenames,latitude,longitude
325330,Ad?yaman,Adiyaman,"Adiaman,Adityman,Adiyaman,Adiyaman Province,Adiyamanska provincie,Adyjaman,Ad?yaman,Ad?yaman Province,Ad?yamanská provincie,Carbanum,Hisnumansur,Husnimansur,Husnumansur,Hüsnümansur,Perre,Pordonnium,Provincia de Adiyaman,Provinsi Adiyaman,Provinsi Ad?yaman,Semsur,Semsûr,a de ya man sheng,adyaman,???????,??????,???????,?????",37.76441,38.27629
325363,Adana,Adana,"ADA,Adana,Adhanah,Antiocheia,adana,adnt,?????,?????,?????????,?????,?????,????,???",37.00167,35.32889
442301,Batikent,Batikent,"Batikent,Bat?kent",39.96833,32.73083
737022,Zonguldak,Zonguldak,"ONQ,Sandaraca,Songuldak,Sungul,Zonguldak,Zonguldaq,Zoungouldagh,Zunguldak,?????????",41.45139,31.79305
737071,Zeytinburnu,Zeytinburnu,,40.99441,28.90417
738377,Umraniye,Umraniye,,41.01643,29.12476
738618,Turhal,Turhal,"TURKHAL,Turhal,??????",40.3875,36.08111
738648,Trabzon,Trabzon,"Atrabazandah,TRABZON,TZX,Tarabazandah,Tirabson,Tirabzon,Trabzon,Trapezonte,Trapezounta,Trapezund,Trapezunt,Trapezus,Trapisonda,Trebisonda,Trebizond,Trebizonda,Trebizonde,Trébizonde,torabuzon,trbzwn,???????????,???????,???????,??????,????????,?????",41.005,39.72694
738743,Tokat,Tokat,"Dazimon,Provincia de Tokat,TJK,TOKAT,Tokat,Tokat Province,Tokatiaen,Tokatiän,Tokatska provincie,Tokatská provincie,Toqat,Tukat,?????",40.31389,36.55444
738927,Tekirda?,Tekirdag,"Bisanthe,Rhaedestus,Rodoscuk,Rodosto,Rodostó,Rodosçuk,Tekfur Dagh,Tekfurdag,Tekfurda?,Tekirdag,Tekirda?,Tektur Dagh,???????,????????",40.97801,27.50852
739549,?i?li,Sisli,"Sisli,?i?li",41.06046,28.98717
740264,Samsun,Samsun,"Amisus,Djanik,Janik,SAMSUN,Sampsounta,Sams,Samsoun,Samsun,samusun,smswn,?????????,??????,??????,?????,????",41.28667,36.33
741100,Ordu,Ordu,"Cotyora,ORDU,Ordu,????",40.98472,37.87889
741763,Maltepe,Maltepe,,40.93567,29.15507
745028,?zmit,Izmit,"Astacus,Cocaeli,Ismid,Ismit,Isnimid,Izmid,Izmit,Kocaeli,Kodja-Eli,Kodzhaehli,Koja-Ili,Nicomedia,Nikomedeia,izumitto,yi zi mi te,?zmit,????????,?????,????",40.76694,29.91694
745044,?stanbul,Istanbul,"Bizanc,Bizánc,Byzance,Byzantio,Byzantion,Byzantium,Byzanz,Constantinoble,Constantinopla,Constantinople,Constantinopoli,Constantinopolis,Costantinopoli,Estambul,IST,Istamboul,Istambul,Istambu?,Istampoul,Istanbul,Istanbúl,Isztambul,Konstantinapoly,Konstantinopel,Konstantinopolo,Konstantinoupole,Konstantinoupoli,Konstantinoupolis,Konstantinápoly,Kustantiniyah,Micklagard,Micklagård,Mikligardur,Mikligarður,Stamboul,Stambul,Stambula,Stambu?,Tsarigrad,Vizantija,Vyzantio,bijantion,byuzantion,byzntywn,isutanburu,yi si tan bu er,?stanbul,????????,????????,?????????,?????????,????????????????,????????????????,?????????,????????,???????,????????,???????,????????,?????,????",41.01384,28.94966
745169,Inegeul,Inegeul,"Inegeul,Inegoel,Inegol,?negöl",40.07806,29.51333
747014,Gebze,Gebze,"Gebze,Guebze,kkbwzh,?????,??????",40.80276,29.43068
747323,Esenyurt,Esenyurt,"Eksinoz,Ek?inoz,Esenyurt,Eskiyuz,Eskiyüz",41.03333,28.67528
747340,Esenler,Esenler,Litros,41.0435,28.87619
747712,Edirne,Edirne,"Adrianopel,Adrianople,Adrianopol,Adrianopoli,Adrianopolis,Adrianoupolis,Adrianòpolis,Adrinople,Drinapoly,Drinápoly,Ederne,Ederné,Edirne,Ehdirne,Hadrianople,Hadrianopolis,Odrin,adrnt,edirune,?dirn?,?????,??????,?????,?????",41.67719,26.55597
748879,Çorum,Corum,"Chorum,Corum,Euchaita,Çorum,?????",40.54889,34.95333
748893,Çorlu,Corlu,"Chorlu,Corlu,Tzirallum,Tzurullum,Çorlu",41.15917,27.8
750269,Bursa,Bursa,"Boursa,Brossa,Broussa,Brousse,Brusa,Brussa,Bursa,Prousa,YEI,bu er sa,burusa,bwrsh,bwrst,??????,?????,?????,?????,???,???",40.19167,29.06111
751077,Band?rma,Bandirma,"Banderma,Bandirma,Bandyrma,Band?rma,Panderma,Panormos,Panormus,????????",40.35222,27.97667
751324,Ba?c?lar,Bagcilar,"Bagcilar,Ba?c?lar,Cifitburgaz,Ciftburgaz,Çiftburgaz,Ç?f?tburgaz",41.03903,28.85671
752850,Adapazar?,Adapazari,"Ada Bazar,Adapazari,Adapazar?,Sakar'ja,???????",40.78056,30.40333
6947637,Ata?ehir,Atasehir,,40.9833,29.1167
6947639,Ba?ak?ehir,Basaksehir,,41.09307,28.80203
6947640,Beylikdüzü,Beylikduezue,,40.982,28.6399
6947641,Büyükçekmece,Bueyuekcekmece,,41.02072,28.58502
6955677,Çankaya,Cankaya,,39.9179,32.86268
7627067,Bahçelievler,Bahcelievler,,41.00231,28.8598
7628416,Sultangazi,Sultangazi,,41.10652,28.86847
7628419,Sultanbeyli,Sultanbeyli,,40.96072,29.27067
7628420,Sancaktepe,Sancaktepe,,41.00244,29.23187
7701384,Karaba?lar,Karabaglar,,38.37396,27.1352
1665196,Douliu,Douliu,"Douliou,Douliu,Jun'-lin',Tou-liu,Tou-liu-chieh,Yun-lin,Yun-lin-hsien,Yün-lin,Yün-lin-hsien,???-????,??",23.70944,120.54333
1668341,Taipei,Taipei,"Kota Taipei,Pan Kiao,Pan-ch'iao,Pan-ch'iao-chen,Pan-ch'iao-chieh,Pan-ch’iao,Pan-ch’iao-chen,Pan-ch’iao-chieh,T'ai-pei,T'ai-pei Shih,T'ai-pei-hsien,TPE,Taibei Shi,Taibei Shih,Taibejus,Taib?jus,Taipe,Taipeh,Taipei,Taipeium,Taipejus,Taipé,Taipéi,Taip?jus,Tajbehj,Tajpej,Tajpeo,Tayipeh,Tayipèh,Tchaj-pej,T’ai-pei,T’ai-pei Shih,T’ai-pei-hsien,ta'ipe,tai bei shi,taibei,taibei si,thipe,?ài B?c,??????,??????,??????,??????,?????,??????,??????,?????,????,??????,???,???,???,????,???? ?",25.04776,121.53185
1668355,Tainan,Tainan,"T'ai-nan,T'ai-nan-shih,TNN,Tainan,Tainanshi,Tainanshih,T’ai-nan,T’ai-nan-shih,tai nan,tai nan shi,??,???",22.99083,120.21333
1668399,Taichung,Taichung,"T'ai-chung,T'ai-chung-shih,Taichung,Taijhong Shih,Taizhong Shi,T’ai-chung,T’ai-chung-shih,???",24.1469,120.6839
1670029,Banqiao,Banqiao,"Banciao,Banqiao,Fan-ch'iao,Fan-ch’iao,Fang-ch'iao,Fang-ch’iao,Pan-ch'iao,Pan-ch’iao,San-kuang,San-kuang-li,ban qiao,??",25.01427,121.46719
1671566,Nantou,Nantou,"Nan'tou,Nan-t'ou,Nan-t'ou-chieh,Nan-t'ou-hsien,Nan-t'ou-shih,Nan-t’ou,Nan-t’ou-chieh,Nan-t’ou-hsien,Nan-t’ou-shih,Nantou,Nantow,nan tou,???????,??",23.91566,120.66387
1673820,Kaohsiung,Kaohsiung,"Gaosjun,Gaosyongshih,Gaoxiongshi,KHH,Kao-hsiung,Kao-hsiung-shih,Kaohsiung,Kaohsiung City,gao xiong shi,??????,???,???",22.61626,120.31333
1674504,Hualian,Hualian,"Hua Lien Kang,Hua-lien,Hua-lien-chiang,Hua-lien-hsien,Hua-lien-shih,Hualian,Hualien",23.97694,121.60444
1675151,Hsinchu,Hsinchu,"HSZ,Hsin-chu,Hsin-chu-hsien,Hsin-chu-shih,Hsinchu,Sin'chzhu,Sinjhushih,Xinzhu,Xinzhushi,xin zhu,xin zhu shi,???????,??,???",24.80361,120.96861
1678228,Keelung,Keelung,"Chi-lung,Chi-lung-shih,Chilung,Co Long,C? Long,Jilong,Jilongshi,Jilongshih,Keelung,Shi-lun,ji long shi,jilung si,??-???,??,???,?? ?",25.12825,121.7419
6696918,Taoyuan City,Taoyuan City,"Taojuan',???????",24.99368,121.29696
6949678,Taitung City,Taitung City,"GJai GJong,Taidong,Taitung,Tchaj-tung,Táidong,tai dong,?ài ?ông,??",22.7583,121.1444
148730,Zanzibar,Zanzibar,"Unguja,ZNZ,Zanzibar,Zanzibar City,????????",-6.16394,39.19793
149606,Tanga,Tanga,"Longa,TGT,Tanga,tnjanyqa,?????,????????",-5.06667,39.1
149658,Tabora,Tabora,"TBO,Tabora,??????",-5.01667,32.8
150006,Shinyanga,Shinyanga,"SHY,Schinjanga,Shinyanga",-3.66667,33.43333
152224,Mwanza,Mwanza,"MWZ,Muansa,Muanza,Muvanzo,Mvanza,Mwamza,Mwansa,Mwanza,??????",-2.51667,32.9
152451,Musoma,Musoma,"MUZ,Mazama,Misoma,Musoma,Musome,Muzoma,??????",-1.5,33.8
153209,Moshi,Moshi,"Moschi,Moshi,QSI,????",-3.35,37.33333
153220,Morogoro,Morogoro,"Mkoa wa Morogoro,Morogoro,Mrogoro,Murogoro,morogoro zhou,????????,?????",-6.81667,37.66667
154380,Mbeya,Mbeya,"MBI,Mbee,Mbeya,????",-8.9,33.45
157738,Kigoma,Kigoma,"Kigoma,Kigome,Kigomo,TKQ,qygwmh,??????,??????",-4.87694,29.62667
158151,Katumba,Katumba,"Kabumba,Katumba,???????",-9.23333,33.61667
159071,Iringa,Iringa,"IRI,Iringa,??????",-7.76667,35.7
160196,Dodoma,Dodoma,"DOD,Dodoma,Dodomao,Dódóma,Idodoma,dodoma,duo duo ma,dwdwma,dwdwmh,??????,??????,??????,??????,???,???,???",-6.17221,35.73947
160263,Dar es Salaam,Dar es Salaam,"Dar es Salaam,Dar es Salam,Dar es Salamas,Dar es Salám,Dar es-Salaam,Dar-ehs-Salam,Dar-es-Salaam,Daresalamo,Daressalam,D?r es Sal?m,Ntontoma,da lei si sa la mu,daleueseusallam,dar alslam,daruesusaramu,????????,??? ?? ?????,???-??-??????,???-??-?????,??? ?-????,??? ??????,????????,??????,??????",-6.82349,39.26951
161325,Arusha,Arusha,"ARK,Aruscha,Arusha,Aruso,Aru?o,a lu sha,arusha,arwsha,?????,?????,?????,???",-3.36667,36.68333
877401,Songea,Songea,"SGX,Songea,Ssongea,??????",-10.68333,35.65
686967,Zhytomyr,Zhytomyr,"Jitomir,Schytomyr,Shitomir,ZTR,Zhitomir,Zhytomyr,Zitomir,Zjytomyr,Zsitomir,Zytomierz,Zytomyr,jitomileu,jitomiru,z'ytwmyr,?ytomierz,Žitomir,Žytomyr,???????,?'??????,?????,????",50.26487,28.67669
687700,Zaporizhzhya,Zaporizhzhya,"Aleksandrovsk,Saporoshje,Zaborozha,Zaporizhzhya,Zaporizza,Zaporozh'e,Zaporozh'ye,Zaporozhye,Zaporozh’e,Zaporozh’ye,?????????,?????????",47.82289,35.19031
688105,Yevpatoriya,Yevpatoriya,"Eupatoria,Eupatorio,Evpatoria,Evpatorija,E?patorio,Gazlevi,Jevpatorija,Jewpatorija,Kezlev,Kozlov,Yevpatoriya,ywwptwryh,?????????,?????????,?????????,?????????",45.20091,33.36655
688148,Yenakiyeve,Yenakiyeve,"ENAKIEVO,Ordshonikidse,Ordzhonikidze,Rykovo,Yenakiyeve,Yenakiyevo,????????",48.23331,38.21137
689558,Vinnytsya,Vinnytsya,"Vinnica,Vinnitsa,Vinnytsya,Winniza,???????,???????",49.23278,28.48097
690548,Uzhhorod,Uzhhorod,"Oujhorod,UDJ,Ungvar,Ungvár,Uschhorod,Uzgorod,Uzhgorod,Uzhhorod,Uzhorod,U?horod,Užgorod,Užhorod,???????,???????",48.61667,22.3
691650,Ternopil’,Ternopil',"Tarnopol,Tarnopol',Tarnopol’,Ternopil,Ternopil',Ternopilo,Ternopil’,Ternopol',Ternopol’,trnwpwl,?????????,?????????,???????",49.55589,25.60556
691999,Syeverodonets’k,Syeverodonets'k,"SEVERODONECK,Severodonec'k,Severodonetsk,Syeverodonets'k,Syeverodonets’k,????????????,?????????????",48.94832,38.49166
692194,Sumy,Sumy,"Soemy,Sumi,Sumy,UMY,sumu~i,swmy,????,????,????,????,???",50.9216,34.80029
693468,Sloviansk,Sloviansk,"Slavjansk,Slavyansk,Slawjansk,Sloviansk,Slov”yans'k,????????",48.86667,37.61667
693805,Simferopol’,Simferopol',"Ak-Mechet,Akmescit,Aqmescit,Simferopol,Simferopol',Simferopoli,Simferopolo,Simferopol’,Ssimferopol,Symferopol,shinferopori,smfrwbl,symprwpwl,xin fei luo bo er,??????????,???????????,???????????,?????????,???????,???????,?????",44.95719,34.11079
694423,Sevastopol’,Sevastopol',"Akhiar,Akhtyar,Akyar,Aqyar,Sebastopol,Sebastopoli,Sebastopolis,Sebastopolo,Sebastòpol,Sevastopol,Sevastopol',Sevastopolis,Sevastopolo,Sevastopol’,Sevastopo?,Sewastopol,Sivastopol,Sébastopol,sai wa si tuo bo er,sbstwpwl,sebaseutopol,sevu~asutopori,??????????,???????????,????????,???????,??????,?????",44.58883,33.5224
695594,Rivne,Rivne,"RWN,Rivne,Riwne,Rovno,Rowne,Ruvne,Równe,rivune,rwbnw,?????,?????,?????,???",50.62308,26.22743
696643,Poltava,Poltava,"PLV,POLTAVA,Poltava,Poltawa,Po?tawa,Pultava,bo er ta wa,poltaba,porutavu~a,pwltbh,???????,???????,??????,?????,????,???",49.59373,34.54073
697889,Pavlohrad,Pavlohrad,"PAVLOGRAD,Pavlogi,Pavlograd,Pavlohrad,Pawlograd,?????????,?????????",48.53341,35.8705
698625,Oleksandriya,Oleksandriya,"ALEKSANDRIJA,Aleksandria,Aleksandriya,Alexandrija Pervaya,Oleksandrija,Oleksandriya,???????????,???????????",48.66961,33.11593
698740,Odessa,Odessa,"Adehsa,ODS,Odesa,Odeso,Odessa,Odessos,Odessus,Od?sa,ao de sa,odesa,odessa,???????,?????,?????,??????,?????,?????,?????,????,???,???",46.47747,30.73262
700051,Nikopol’,Nikopol',"Nikopol',Nikopol’,????????",47.57119,34.39637
700569,Mykolayiv,Mykolayiv,"Mykolayiv,Nikolaev,Nikolajew,Nikolayev,Vernoleninsk,????????",46.96591,31.9974
701404,Melitopol’,Melitopol',"Melitopol,Melitopol',Melitopol’,mellitopol,??????????,??????????,????",46.84891,35.36533
701822,Mariupol',Mariupol',"Mariupol,Mariupol',Zhdanov,??????,?????????,?????????",47.06667,37.5
702320,Makiyivka,Makiyivka,"Dmitriyevsk,Makayevka,Makeevka,Makejewka,Makeyevka,Makiivka,Makiyivka,Makyeevka,Makyevka,????????,????????",48.04782,37.92576
702550,L'viv,L'viv,"L'viv,L'vov,Lavov,Lemberg,Leopoli,Leopolis,Liov,Lviv,Lviva,Lvov,Lvovas,Lvovo,Lwiw,Lwow,Lwów,l'vov,lbwb,li wo fu,libiu,lvov,rivu~ifu,?viva,?vov,????,?????,?????,????,???????,????,???,???",49.83826,24.02324
702569,Luts’k,Luts'k,"Loetsk,Loutsk,Luc'k,Luck,Luckas,Lucko,Luts'k,Lutsk,Luts’k,Luzk,lwzq,?uck,????,?????,????",50.75932,25.34244
702658,Luhans’k,Luhans'k,"Lugans'k,Lugansk,Luhans'k,Luhans’k,Voroshilovgrad,Woroschilowgrad,?????????????,???????,????????",48.56705,39.31706
702972,Lisichansk,Lisichansk,"LISICHANSK,Lisichans'k,Lisichansk,?????????,?????????,??????????",48.90485,38.44207
703448,Kiev,Kiev,"Chijv,Chiovia,IEV,Kaenugardur,Kiebo,Kieu,Kiev,Kievo,Kiew,Kiiev,Kiiv,Kijev,Kijeva,Kijevas,Kijow,Kijv,Kijów,Kiova,Kyiiv,Kyiv,Kyjev,Kænugarður,Kíev,ji fu,kheiyf,kiefu,kiva,kiyebha,kiyepeu,kyf,kyiva,kyyf,qyyb,?????,????,????,?????,?????,????,???,????,????,????,???,???,?????,??????,?????,?????,???,???,??,???",50.45466,30.5238
703845,Kryvyy Rih,Kryvyy Rih,"Krivij Rig,Krivoj Rog,Krivoy Rog,Kriwoi Rog,Kryvyy Rih,?????? ???,?????? ???",47.90966,33.38044
704147,Kremenchuk,Kremenchuk,"Kremenchug,Kremenchuk,Kremencuk,Krementschug,Krementschuk,Krementsuk,Krementšuk,Kremen?uk,Krenenchur,Krzemienczuk,Krzemie?czuk,keulemenchukeu,kuremenchuku,?????????,?????????,???????,?????",49.09725,33.41972
704508,Kramators’k,Kramators'k,"Kramators'k,Kramatorsk,Kramatorskaja,Kramatorskaya,Kramators’k,??????????,???????????",48.72305,37.55629
705812,Kirovohrad,Kirovohrad,"Elizavetgrad,KGO,KIROVOGRAD,Kirovo,Kirovograd,Kirovohrad,Kirowo,Kirowograd,Kirowohrad,Sinowjewsk,Yelizavetgrad,Yelizavety,Zinov'evsk,Zinov'yevsk,Zinovievsk,Zinov’evsk,Zinov’yevsk,kirovu~ofurado,qyrwbwgrd,??????????,??????????,??????????,?????????,????????",48.5132,32.2597
706369,Khmel’nyts’kyy,Khmel'nyts'kyy,"Kamelnitskiy,Khmel'nickij,Khmel'nitskiy,Khmel'nyts'kyy,Khmelinitski,Khmel’nitskiy,Khmel’nyts’kyy,Proskurov,Proskurovak,Proskurow,?????????,???????????",49.42161,26.99653
706448,Kherson,Kherson,"Cherson,Chersonas,Cherso?,H'erson,Herson,KHE,Kherson,he er song,heleuson,hrswn,?erson,??????,?????,???,???",46.65581,32.6178
706483,Kharkiv,Kharkiv,"Carcovia,Carcóvia,Charcovia,Charkiv,Charkiw,Charkov,Charkovas,Charkow,Charków,HRK,Harkiv,Harkiva,Harkivo,Harkov,Harkova,Jarkov,KHAR'KOV,Khar'kov,Kharkiv,Kharkov,Khar’kov,ha er ke fu,haleukiu,harikofu,hrqwb,kharkwf,?arkivo,?arkov,???????,??????,??????,???????,?????,??????,???????,????,????,????",49.98081,36.25272
706524,Kerch,Kerch,"Bospor,Bospora,KERCH',KHC,Kerc,Kerch,Kerch',Kerch’,Kerco,Kercz,Kertch,Kertj,Kerts,Kertsch,Kertsj,Kertš,Kerç,Ker?o,Panticapaeum,Pantikapea,krch,?????,????,?????,???",45.3607,36.4706
707471,Ivano-Frankivs’k,Ivano-Frankivs'k,"Ivano-Frankivs'k,Ivano-Frankivs’k,Ivano-Frankovsk,Stanislau,Stanislav,Stanislavov,Stanislavyv,Stanistawow,Stanistawów,?????-?????????",48.9215,24.70972
707753,Horlivka,Horlivka,"GORLOVKA,Gorlivka,Gorlovka,Gorlowka,Horlivka,Horliwka,????????,????????,????????",48.34698,38.05419
709717,Donets’k,Donets'k,"Donec'k,Doneck,Donets'k,Donetsk,Donets’k,Hughesovka,Jusowka,Juzovka,Stalin,Staline,Stalino,Uzivka,Yuzovka,Yuzovo,??????,???????,???????,???????,???????,??????,??????",48.023,37.80224
709930,Dnipropetrovsk,Dnipropetrovsk,"DNK,Dnepropetrovsk,Dnepropetrovska,Dnepropetrowsk,Dnetropetrovsk,Dniepropetrovsk,Dnipropetrovs'k,Dnjepropetrowsk,D?epropetrovska,Ekaterinoslav,Eka?erinoslav,Iekaterinoslav,Katerynoslav,Yekaterinoslav,??????????????,???????????????,?????????????",48.45,34.98333
709932,Dniprodzerzhyns’k,Dniprodzerzhyns'k,"Dneprodsershinsk,Dneprodzerzhinsk,Dneprodzherzhinsk,Dniprodzerzhyns'k,Dniprodzerzhyns’k,Kamenskoye,???????????????",48.51134,34.6021
710719,Chernivtsi,Chernivtsi,"CWC,Cernauti,Cernivci,Cernivco,Cernovice,Cern?u?i,Chernehuc',Chernivtsi,Chernovcy,Chernovits,Chernovitsy,Chernovtsy,Czerniowce,Czernowitz,Tchernivtsi,Tjernivtsi,Tschernowitz,Tsjernivtsi,cheleuniuchi,cherunifuchi,z'rnwbyz,?ernivco,?ernovice,????????,????????,????????,?'??????,??????,?????",48.29149,25.94034
710735,Chernihiv,Chernihiv,"CHERNIGOV,Cernigivo,Cernihivo,Chernigiv,Chernigov,Chernihiv,Csernyihiv,Czernihovia,Czernihow,Czernihów,Tchernihiv,Tschernigow,Tschernihiw,Tsernihiv,Tsjernihiv,Tšernihiv,qie er ni ge fu,?ernigivo,?ernihivo,????????,????????,????????,?????",51.50551,31.28488
710791,Cherkasy,Cherkasy,"CHERKASSY,CKC,Cerkasy,Cherkasi,Cherkassi,Cherkassy,Cherkasy,Cserkaszi,Czerkasy,Tcherkassy,Tscherkassy,Tserkasso,Tserkasy,Tsjerkasy,Tšerkassõ,Tšerkasy,z'rqsy,?erkasy,????????,???????,????????,?'????",49.42854,32.06207
712165,Bila Tserkva,Bila Tserkva,"Belaja Cerkov',Belaja Zerkow,Belaya Tserkov',Belaya Tserkov’,Biala Cerkiew,Bia?a Cerkiew,Bila Cerkva,Bila Tserkva,Bila Zerkwa,????? ???????,???? ??????,??????-?????,???????????",49.80939,30.11209
712451,Berdyans’k,Berdyans'k,"BERDJANSK,Berdjansk,Berdyans'k,Berdyans’k,Osipenko,????????",46.7663,36.79882
713716,Alchevs’k,Alchevs'k,"Alchevs'k,Alchevsk,Alchevskoe,Alchevs’k,Kommunarsk,Voroshilovsk,Woroschilowsk,???????",48.46893,38.81669
230166,Lira,Lira,Lira,2.235,32.90972
232422,Kampala,Kampala,"Campala,KLA,Kampala,Kampalo,kampala,kampalla,kan pa la,kanpara,kmbala,qmplh,???????,???????,???????,?????,??????,???????,???????,????,????,???,???",0.31628,32.58219
233346,Gulu,Gulu,"Gul,Gulu,ULU,???",2.77457,32.29899
4049979,Birmingham,Birmingham,"Birmingem,Birmingham,Birmingham i Alabama,baminguhamu,baminhamu,bo ming han,?????????,?????????,???????,??????,???",33.52066,-86.80249
4068590,Huntsville,Huntsville,"Gantsvill,HSV,Huntsville,Khantsvill,hantsubiru,?????????,?????????,?????",34.73037,-86.5861
4076598,Mobile,Mobile,"MOB,Mobil,Mobile,mobiru,?????,?????,????",30.69436,-88.04305
4076784,Montgomery,Montgomery,"MGM,Montgomeri,Montgomery,mantgmry,meng ge ma li,mongomeri,mwntgwmry,??????????,??????????,?????????,????????,??????,????",32.36681,-86.29997
4119403,Little Rock,Little Rock,"LIT,Litl-Rok,Little Rock,ritorurokku,xiao yan cheng,????-???,??? ???? ???????,??????,???",34.74648,-92.28959
4140963,"Washington, D. C.","Washington, D. C.","Ouasinkton,Vashington,Vasingtonia,WAS,Washington,Washington D.C.,Washington DC,Waszyngton,??????????,?????????",38.89511,-77.03637
4148757,Brandon,Brandon,"Brandon,Brehndon,???????",27.9378,-82.28592
4149962,Cape Coral,Cape Coral,"Cabo Coral,Cape Coral",26.56285,-81.94953
4151316,Clearwater,Clearwater,"CLW,Clearwater,kuriau~ota,????????",27.96585,-82.8001
4151909,Coral Springs,Coral Springs,"Coral Springs,Koral-Springs,?????-???????",26.27119,-80.2706
4155966,Fort Lauderdale,Fort Lauderdale,"FLL,Fort Lauderdale,Fort-Loderdejl,Ft. Lauderdale,fotorodaderu,lao de dai er bao,????-?????????,???????????,?????",26.12231,-80.14338
4156404,Gainesville,Gainesville,"GNV,Gainesopolis,Gainesville",29.65163,-82.32483
4158476,Hialeah,Hialeah,"Hialeah,haiaria,?????",25.8576,-80.27811
4158928,Hollywood,Hollywood,"Gollivud,HWO,Hollywood,hariuddo,hwlywwd,????????,???????,?????",26.0112,-80.14949
4160021,Jacksonville,Jacksonville,"Dzhaks""nvil,Dzheksonvil',Iacsoniapolis,Iacsonvilla,JAX,Jacksonville,g'qswnwwyl,jaegseunbil,jakusonbiru,jie ke xun wei er,??????????,???????????,?'????????,???????,?????,???",30.33218,-81.65565
4164138,Miami,Miami,"MIA,Majami,Miami,mai a mi,maiaemi,maiami,myamy,??????,?????,?????,?????,?????,??????,????,???,????",25.77427,-80.19366
4164167,Miami Gardens,Miami Gardens,,25.94204,-80.2456
4164601,Miramar,Miramar,"Miramar,mirama,???????,????",25.98731,-80.23227
4167147,Orlando,Orlando,"ORL,Orlando,ao lan duo,orando,???????,???????,?????,???",28.53834,-81.37924
4167499,Palm Bay,Palm Bay,Palm Bay,28.03446,-80.58866
4168139,Pembroke Pines,Pembroke Pines,Pembroke Pines,26.00315,-80.22394
4169171,Port Saint Lucie,Port Saint Lucie,Port St. Lucie,27.29393,-80.35033
4171563,Saint Petersburg,Saint Petersburg,"Saint Petersburg,St. Petersburg",27.77086,-82.67927
4174715,Tallahassee,Tallahassee,"TLH,Tallahassee,Tallahassia,Tallakhassi,tarahashi,??????????,????????,?????",30.43826,-84.28073
4174757,Tampa,Tampa,"TPA,Tampa,tan pa,tanpa,tmph,?????,????,???,??",27.94752,-82.45843
4180386,Athens,Athens,"AHN,Atina,?????",33.96095,-83.37794
4180439,Atlanta,Atlanta,"ATL,Atlanta,Atlantae,aeteullaenta,atalanta,atlanta,atlanta, jwrjya,atoranta,etalanta,etlanta,ya te lan da,???????,??????æ,???????,???????,??????,???????,???????? ??????,???????,???????? ??????,???????,?????????,????????,?????????,????????,????????,????????,????????????,???????,?????,????,????",33.749,-84.38798
4188985,Columbus,Columbus,"CSG,Columbus,kolumbus,koronbasu,????????,?????",32.46098,-84.98771
4221552,Savannah,Savannah,"SAV,Savanna,Savannah,Savannah i Georgia,saban'na,sha wa na,???????,????,???",32.08354,-81.09983
4250542,Springfield,Springfield,"SPI,Springfield,Springfild,si pu lin fei er de,springfild,spryngpyld,supuringufirudo,??????????,??????????,??????????,??????????,??????????,??????",39.80172,-89.64371
4257227,Evansville,Evansville,"EVV,Ehvansvill,Evansville,ebanzubiru,evu~anzuvu~iru,?????????,??????,????????",37.97476,-87.55585
4259418,Indianapolis,Indianapolis,"IND,Indianapolis,????????????",39.76838,-86.15804
4273837,Kansas City,Kansas City,"Kansas City,Kansas City i Kansas,Kanzas-Siti,MKC,kan sa si cheng,??????-????,????",39.11417,-94.62746
4276614,Olathe,Olathe,Olathe,38.8814,-94.81913
4276873,Overland Park,Overland Park,Overland Park,38.98223,-94.67079
4280539,Topeka,Topeka,"TOP,Topeka,Topika,topika,twpyqh,??????,??????,???",39.04833,-95.67804
4281730,Wichita,Wichita,"ICT,Uichito,Wichita,u~ichita,wei qi tuo,??????,????,???",37.69224,-97.33754
4297983,Lexington,Lexington,"LEX,Leksington,Lexington,Lexintonia,lqsyngtwn,rekishinton,??????????,?????????,??????",37.98869,-84.47772
4297999,Lexington-Fayette,Lexington-Fayette,,38.0498,-84.45855
4299276,Louisville,Louisville,"Louisville,Ludovicopolis,Luisvil,Luisvill,Luivil,SDF,lu yi si wei er,ruibiru,??????,???????,????????,????,?????",38.25424,-85.75941
4315588,Baton Rouge,Baton Rouge,"BTR,Baton Rouge,Baton-Ruzh,Rubrobastum,batonruju,batwn rwzh,?????-???,????? ???,?????????,???????",30.45075,-91.15455
4330145,Lafayette,Lafayette,"LFT,Lafajet,Lafayette,rafaietto,???????,???????",30.22409,-92.01984
4333177,Metairie,Metairie,Metairie,29.98409,-90.15285
4333190,Metairie Terrace,Metairie Terrace,,29.97854,-90.16396
4335045,New Orleans,New Orleans,"Big Easy,Cene Orlean,La Nouvelle-Orleans,La Nouvelle-Orléans,MSY,New Orleans,Nju Orleans,Nju Orlijns,Nov-Orleano,Nov-Orleans,Nova Aurelia,Nova Orleans,Nova Orleans - New Orleans,Nova Orleáns - New Orleans,Novyj Orlean,Nowy Orlean,Nueva Orleans,The Big Easy,akhali orleani,new orleans louisiana,niyu orlens,nyuollieonseu,nyuorinzu,nyw awrlynz,oralensa parisa,xin ao er liang,Ç??? ??????,?? ???????,????? ??????,?? ???????,??? ???????,??? ???????,??????? ?????,???? ?????????,????? ???????,????????,????,?????",29.95465,-90.07507
